City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
261,The Valley,AI,2021-03-26 19:37:23,18.217,-63.0578,82.4,69,40,17.27
262,Winslow,US,2021-03-26 19:33:21,35.0242,-110.6974,50.0,43,90,13.8
263,Dehloran,IR,2021-03-26 19:37:23,32.6941,47.2679,71.2,18,0,7.45
264,Havelock,US,2021-03-26 19:37:24,34.8791,-76.9013,73.4,78,90,11.5
265,Katsuura,JP,2021-03-26 19:37:24,35.1333,140.3,51.8,54,0,12.66
266,Manggar,ID,2021-03-26 19:37:25,-2.8833,108.2667,78.06,86,100,3.67
267,Namibe,AO,2021-03-26 19:36:26,-15.1961,12.1522,74.28,83,100,5.66
268,Vao,NC,2021-03-26 19:37:25,-22.6667,167.4833,77.81,76,9,13.35
269,Cowra,AU,2021-03-26 19:37:26,-33.8333,148.6833,48.99,84,2,2.89
270,Znamenskoye,RU,2021-03-26 19:37:26,57.1281,73.8282,32.14,98,100,6.76
271,Haines Junction,CA,2021-03-26 19:37:26,60.7522,-137.5108,24.8,63,100,3.44
272,Salalah,OM,2021-03-26 19:36:42,17.0151,54.0924,78.8,29,0,4.61
273,Xinzhou,CN,2021-03-26 19:37:27,38.4092,112.7333,47.64,84,50,1.14
274,Kavieng,PG,2021-03-26 19:37:27,-2.5744,150.7967,81.34,77,100,8.05
275,Tulun,RU,2021-03-26 19:37:28,54.5611,100.5792,24.21,90,99,10.09
276,Klaksvik,FO,2021-03-26 19:37:28,62.2266,-6.589,39.2,45,2,20.71
277,Finschhafen,PG,2021-03-26 19:37:28,-6.6024,147.8681,79.65,80,100,7.78
278,Pudozh,RU,2021-03-26 19:37:29,61.8099,36.5345,32.67,99,100,1.41
279,Svetlogorsk,BY,2021-03-26 19:37:29,52.6333,29.7333,39.16,88,69,4.97
280,Alta Floresta,BR,2021-03-26 19:37:29,-9.8756,-56.0861,89.6,51,40,4.61
281,Bambous Virieux,MU,2021-03-26 19:37:31,-20.3428,57.7575,78.01,94,75,3.44
282,Devils Lake,US,2021-03-26 19:37:31,48.1128,-98.8651,39.2,65,90,13.8
283,Mocuba,MZ,2021-03-26 19:37:32,-16.8392,36.9856,70.5,95,0,3.29
284,Zhangjiakou,CN,2021-03-26 19:37:33,40.81,114.8794,44.22,85,0,1.01
285,Nemuro,JP,2021-03-26 19:37:33,43.3236,145.575,29.05,67,0,22.66
286,Djambala,CG,2021-03-26 19:37:34,-2.5447,14.7533,68.25,93,100,1.43
287,Clyde River,CA,2021-03-26 19:37:34,70.4692,-68.5914,-5.8,65,75,4.94
288,Maceio,BR,2021-03-26 19:32:41,-9.6658,-35.7353,78.8,89,75,5.75
289,Asfi,MA,2021-03-26 19:37:35,32.2994,-9.2372,67.95,49,97,11.01
290,Plettenberg Bay,ZA,2021-03-26 19:37:35,-34.0527,23.3716,66.85,80,100,5.77
291,Saint-Philippe,RE,2021-03-26 19:37:36,-21.3585,55.7679,78.8,83,20,3.44
292,Terrak,NO,2021-03-26 19:37:36,65.087,12.3715,48.2,49,0,20.71
293,Yarmouth,US,2021-03-26 19:34:09,41.7057,-70.2286,57.99,100,90,27.63
294,Neuquen,AR,2021-03-26 19:37:36,-38.9516,-68.0591,77.0,27,0,9.22
295,Gibgos,PH,2021-03-26 19:37:37,13.859,123.7675,76.42,88,100,5.68
296,Tura,IN,2021-03-26 19:37:37,25.5198,90.2201,71.83,13,0,3.0
297,Irbil,IQ,2021-03-26 19:37:37,36.1926,44.0106,53.6,66,0,8.05
298,Hay River,CA,2021-03-26 19:37:38,60.8156,-115.7999,10.4,56,15,1.14
299,Portland,US,2021-03-26 19:34:03,45.5234,-122.6762,51.01,66,90,0.25
300,Iracoubo,GF,2021-03-26 19:37:38,5.4802,-53.2011,80.1,77,22,11.9
301,Balkanabat,TM,2021-03-26 19:37:39,39.5108,54.3671,57.85,47,0,4.09
302,Galle,LK,2021-03-26 19:35:19,6.0367,80.217,77.49,87,100,5.48
303,Uvalde,US,2021-03-26 19:37:39,29.3669,-99.767,84.0,26,1,14.97
304,Banepa,NP,2021-03-26 19:37:39,27.6298,85.5214,57.2,67,20,3.44
305,Delta Del Tigre,UY,2021-03-26 19:37:40,-34.7633,-56.3853,73.4,94,75,4.61
306,Ancud,CL,2021-03-26 19:37:02,-41.8697,-73.8203,62.6,63,20,8.05
307,Pasni,PK,2021-03-26 19:37:40,25.2631,63.471,76.12,62,24,9.44
308,Hofn,IS,2021-03-26 19:37:40,64.2539,-15.2082,23.0,80,75,29.93
309,Riberalta,BO,2021-03-26 19:37:41,-10.9833,-66.1,87.8,62,75,9.22
310,Xichang,CN,2021-03-26 19:37:41,27.8964,102.2634,48.96,80,3,3.42
311,Edd,ER,2021-03-26 19:37:41,13.9297,41.6925,84.16,43,4,11.07
312,Vestmannaeyjar,IS,2021-03-26 19:36:36,63.4427,-20.2734,26.6,50,20,19.57
313,Bilma,NE,2021-03-26 19:37:42,18.6853,12.9164,70.25,14,0,10.67
314,Flinders,AU,2021-03-26 19:37:42,-34.5833,150.8552,61.0,89,16,7.47
315,Dudinka,RU,2021-03-26 19:37:42,69.4058,86.1778,20.26,94,100,15.75
316,Rondonopolis,BR,2021-03-26 19:37:43,-16.4708,-54.6356,90.19,36,27,7.74
317,Tomatlan,MX,2021-03-26 19:37:43,19.9333,-105.25,86.02,26,89,9.69
318,Valparaiso,CL,2021-03-26 19:34:23,-33.0393,-71.6273,84.2,35,0,20.71
319,Pevek,RU,2021-03-26 19:36:50,69.7008,170.3133,-30.51,99,97,4.36
320,Amga,RU,2021-03-26 19:37:44,60.8953,131.9608,14.74,96,100,3.09
321,Santa Cruz,BO,2021-03-26 19:34:51,-17.8,-63.1667,87.8,58,40,18.41
322,Marrakesh,MA,2021-03-26 19:33:22,31.6315,-8.0083,77.0,20,40,5.75
323,Chifeng,CN,2021-03-26 19:37:44,42.2683,118.9636,44.42,80,100,5.64
324,Vrangel,RU,2021-03-26 19:37:44,42.7297,133.0839,35.58,75,100,5.61
325,Loughrea,IE,2021-03-26 19:37:45,53.1969,-8.5669,41.0,75,75,19.57
326,Road Town,VG,2021-03-26 19:37:08,18.4167,-64.6167,80.6,74,40,10.36
327,Marzuq,YE,2021-03-26 19:37:45,14.4,46.4667,65.75,31,82,5.86
328,Dwarka,IN,2021-03-26 19:37:45,22.2394,68.9678,78.6,69,0,13.47
329,Lodwar,KE,2021-03-26 19:37:46,3.1191,35.5973,85.26,33,100,8.68
330,Koprivnica,HR,2021-03-26 19:37:46,46.1628,16.8275,48.99,58,1,1.99
331,Capiibary,PY,2021-03-26 19:37:46,-24.8,-56.0333,94.32,28,53,6.02
332,Lebu,CL,2021-03-26 19:37:47,-37.6167,-73.65,59.86,64,0,18.57
333,Araioses,BR,2021-03-26 19:37:47,-2.89,-41.9031,78.8,94,75,3.44
334,Kogota,JP,2021-03-26 19:37:47,38.55,141.05,40.82,75,33,10.33
335,Senj,HR,2021-03-26 19:37:48,44.9894,14.9058,50.0,87,0,4.61
336,Ulladulla,AU,2021-03-26 19:37:48,-35.35,150.4667,60.8,72,1,12.66
337,Ciudad Bolivar,VE,2021-03-26 19:37:48,8.1222,-63.5497,89.82,40,83,14.23
338,Mandurah,AU,2021-03-26 19:37:49,-32.55,115.7,61.0,75,1,8.03
339,Acapulco,MX,2021-03-26 19:32:49,16.8634,-99.8901,86.0,58,20,10.36
340,Palmeirais,BR,2021-03-26 19:37:49,-5.9778,-43.0633,80.38,79,76,2.95
341,Montepuez,MZ,2021-03-26 19:37:49,-13.1256,38.9997,69.21,97,22,3.42
342,Salinopolis,BR,2021-03-26 19:37:50,-0.6136,-47.3561,73.92,93,100,1.05
343,Quelimane,MZ,2021-03-26 19:37:20,-17.8786,36.8883,78.8,83,0,2.3
344,Rawson,AR,2021-03-26 19:35:31,-43.3002,-65.1023,65.59,47,0,10.29
345,Kupang,ID,2021-03-26 19:37:50,-10.1667,123.5833,78.12,88,100,3.89
346,Reconquista,AR,2021-03-26 19:37:50,-29.15,-59.65,70.21,97,100,5.66
347,Tosya,TR,2021-03-26 19:37:51,41.0155,34.0401,31.41,85,100,4.14
348,Dangriga,BZ,2021-03-26 19:37:51,16.9692,-88.2321,88.0,62,20,9.22
349,Iskateley,RU,2021-03-26 19:37:51,67.6803,53.1512,15.73,87,9,10.18
350,Kropotkin,RU,2021-03-26 19:37:51,45.4375,40.5756,37.0,90,100,5.28
351,Yerkoy,TR,2021-03-26 19:37:52,39.6381,34.4672,30.36,88,98,6.13
352,Lappeenranta,FI,2021-03-26 19:37:52,61.0587,28.1887,32.0,100,90,4.61
353,Sonoita,MX,2021-03-26 19:37:52,31.85,-112.8333,59.0,45,90,9.95
354,Storslett,NO,2021-03-26 19:37:52,69.7678,21.0247,39.2,52,0,9.22
355,Skibbereen,IE,2021-03-26 19:33:01,51.55,-9.2667,39.2,70,40,13.8
356,Guanica,PR,2021-03-26 19:37:53,17.9716,-66.908,81.0,79,31,7.0
357,Saint-Pierre,RE,2021-03-26 19:37:53,-21.3393,55.4781,78.8,83,20,3.44
358,Olafsvik,IS,2021-03-26 19:37:54,64.8945,-23.7142,19.76,68,100,20.58
359,Pamplona,ES,2021-03-26 19:37:54,42.8169,-1.6432,48.2,71,20,10.36
360,Ozernovskiy,RU,2021-03-26 19:37:55,51.5,156.5167,25.9,86,100,13.24
361,Faro,PT,2021-03-26 19:36:31,37.0194,-7.9322,62.6,77,0,8.05
362,Meulaboh,ID,2021-03-26 19:37:56,4.1363,96.1285,76.06,85,100,2.33
363,Bilibino,RU,2021-03-26 19:37:56,68.0546,166.4372,-24.99,99,98,2.24
364,Sao Joao Da Barra,BR,2021-03-26 19:37:57,-21.6403,-41.0511,86.0,48,0,13.8
365,Pareora,NZ,2021-03-26 19:37:58,-44.4871,171.2132,53.01,68,46,3.53
366,Manta,EC,2021-03-26 19:37:58,-0.95,-80.7333,82.4,74,40,5.75
367,Yaan,NG,2021-03-26 19:37:58,7.3833,8.5667,90.84,34,16,4.05
368,Morondava,MG,2021-03-26 19:37:58,-20.2833,44.2833,78.04,74,0,5.88
369,Cap Malheureux,MU,2021-03-26 19:37:59,-19.9842,57.6142,78.01,82,18,2.66
370,Vitim,RU,2021-03-26 19:37:59,59.4511,112.5578,16.09,98,100,0.81
371,Roma,US,2021-03-26 19:34:03,43.2128,-75.4557,60.8,59,90,27.63
372,Maracaibo,VE,2021-03-26 19:37:59,10.6317,-71.6406,87.85,49,71,12.53
373,Bengkulu,ID,2021-03-26 19:38:00,-3.8004,102.2655,76.68,89,96,3.96
374,Pringsewu,ID,2021-03-26 19:38:00,-5.3582,104.9744,73.54,97,91,3.15
375,Vardo,NO,2021-03-26 19:38:00,70.3705,31.1107,26.6,80,0,21.85
376,Nusaybin,TR,2021-03-26 19:38:00,37.0778,41.2178,48.2,76,75,11.5
377,Awjilah,LY,2021-03-26 19:38:01,29.1081,21.2869,57.76,42,4,13.62
378,Deputatskiy,RU,2021-03-26 19:38:01,69.3,139.9,-9.26,84,100,1.66
379,Lagoa,PT,2021-03-26 19:38:01,39.05,-27.9833,56.93,58,23,5.17
380,Bedford,GB,2021-03-26 19:38:02,52.1346,-0.4663,43.0,68,50,10.0
381,Angoram,PG,2021-03-26 19:38:02,-4.0625,144.0661,72.79,99,100,2.93
382,Alta,NO,2021-03-26 19:38:02,69.9689,23.2717,28.4,74,0,3.44
383,Manyana,BW,2021-03-26 19:38:02,-23.4,21.7167,70.0,67,53,11.5
384,Ulaanbaatar,MN,2021-03-26 19:38:03,47.9077,106.8832,37.4,20,75,6.71
385,Saint George,US,2021-03-26 19:36:43,37.1041,-113.5841,57.99,40,1,5.75
386,Itainopolis,BR,2021-03-26 19:38:03,-7.4469,-41.4783,88.95,41,100,2.08
387,Roald,NO,2021-03-26 19:37:04,62.5833,6.1333,48.2,66,40,9.22
388,Yar-Sale,RU,2021-03-26 19:38:04,66.8333,70.8333,3.38,89,44,11.41
389,Santo Domingo,DO,2021-03-26 19:38:04,18.5001,-69.9886,82.99,74,75,13.8
390,North Platte,US,2021-03-26 19:38:05,41.1239,-100.7654,50.0,62,90,10.36
391,Ibra,OM,2021-03-26 19:38:05,22.6906,58.5334,74.68,49,17,1.05
392,Yumen,CN,2021-03-26 19:38:05,40.2833,97.2,47.05,21,12,12.48
393,Bonavista,CA,2021-03-26 19:36:29,48.6499,-53.1147,50.0,71,100,10.36
394,Halmstad,SE,2021-03-26 19:38:06,56.6745,12.8568,48.99,76,40,10.36
395,Rio Gallegos,AR,2021-03-26 19:37:53,-51.6226,-69.2181,62.6,29,0,8.05
396,Calama,CL,2021-03-26 19:38:06,-22.4667,-68.9333,75.2,11,0,21.85
397,Sabha,LY,2021-03-26 19:38:07,27.0377,14.4283,58.06,29,0,9.84
398,Bukama,CD,2021-03-26 19:38:07,-9.2,25.85,67.8,96,60,0.94
399,Isiolo,KE,2021-03-26 19:38:07,0.3546,37.5822,71.91,55,99,3.6
400,Magan,ES,2021-03-26 19:38:08,39.9683,-3.931,60.01,43,100,7.61
401,Nhulunbuy,AU,2021-03-26 19:38:08,-12.2333,136.7667,78.8,94,75,4.83
402,Mehamn,NO,2021-03-26 19:38:08,71.0357,27.8492,37.4,64,0,35.68
403,Najran,SA,2021-03-26 19:38:09,17.4924,44.1277,75.2,22,0,1.21
404,Baykit,RU,2021-03-26 19:38:09,61.67,96.37,6.93,99,100,2.21
405,Belyy Yar,RU,2021-03-26 19:38:09,53.6039,91.3903,21.2,86,0,8.95
406,Andra,RU,2021-03-26 19:38:09,62.5147,65.8878,18.03,98,71,2.89
407,Arcata,US,2021-03-26 19:36:40,40.8665,-124.0828,57.0,71,1,5.75
408,Tommot,RU,2021-03-26 19:38:10,58.9564,126.2925,25.61,97,100,2.01
409,Kasempa,ZM,2021-03-26 19:38:10,-13.4584,25.8338,64.71,93,100,4.05
410,Ballina,AU,2021-03-26 19:38:10,-28.8667,153.5667,62.6,94,57,5.41
411,Necochea,AR,2021-03-26 19:38:11,-38.5473,-58.7368,63.0,87,100,10.0
412,Wajir,KE,2021-03-26 19:38:11,1.7471,40.0573,88.65,27,25,7.31
413,Poronaysk,RU,2021-03-26 19:38:11,49.2167,143.1167,9.77,94,77,5.06
414,Port Moresby,PG,2021-03-26 19:38:12,-9.4431,147.1797,78.8,94,75,4.61
415,Anito,PH,2021-03-26 19:38:12,12.4497,125.2886,77.05,88,99,7.25
416,Verkhnevilyuysk,RU,2021-03-26 19:38:12,63.4453,120.3167,9.72,95,11,5.93
417,Raudeberg,NO,2021-03-26 19:38:13,61.9875,5.1352,44.01,89,100,30.82
418,Smithers,CA,2021-03-26 19:38:13,54.7804,-127.1743,37.4,81,90,3.44
419,Naze,JP,2021-03-26 19:38:13,28.3667,129.4833,63.3,68,2,13.35
420,Ornskoldsvik,SE,2021-03-26 19:38:14,63.2909,18.7153,32.0,100,90,6.15
421,Marsh Harbour,BS,2021-03-26 19:38:14,26.5412,-77.0636,77.13,70,3,11.88
422,Port Antonio,JM,2021-03-26 19:38:14,18.18,-76.4612,86.0,54,75,20.71
423,Tuatapere,NZ,2021-03-26 19:36:50,-46.1333,167.6833,57.99,79,100,3.0
424,Innisfail,AU,2021-03-26 19:38:15,-17.5333,146.0333,74.97,92,39,4.05
425,Grootfontein,NA,2021-03-26 19:38:16,-19.5667,18.1167,68.0,77,59,3.44
426,Adana,TR,2021-03-26 19:38:16,36.985,35.2881,41.0,87,0,2.3
427,Mayo,US,2021-03-26 19:38:17,38.8876,-76.5119,82.4,23,1,17.27
428,Ilhabela,BR,2021-03-26 19:38:17,-23.7781,-45.3581,80.37,79,22,4.09
429,Buchanan,LR,2021-03-26 19:38:18,5.8808,-10.0467,82.4,83,20,7.07
430,Neiafu,TO,2021-03-26 19:38:18,-18.65,-173.9833,80.6,83,75,6.91
431,Pallasovka,RU,2021-03-26 19:38:18,50.05,46.8833,31.05,86,99,14.18
432,Sembe,CG,2021-03-26 19:38:19,1.6481,14.5806,70.72,96,40,1.41
433,Guerrero Negro,MX,2021-03-26 19:34:14,27.9769,-114.0611,63.7,51,0,16.13
434,Shirokiy,RU,2021-03-26 19:38:19,49.758,129.523,34.45,80,100,13.96
435,Berdigestyakh,RU,2021-03-26 19:38:19,62.0989,126.6992,18.84,98,100,3.67
436,Joshimath,IN,2021-03-26 19:38:20,30.5667,79.5667,51.06,31,0,8.61
437,Port Augusta,AU,2021-03-26 19:38:20,-32.5,137.7667,55.0,94,33,5.75
438,Vila Do Maio,CV,2021-03-26 19:38:20,15.1333,-23.2167,71.6,64,20,27.63
439,Carauari,BR,2021-03-26 19:38:21,-4.8828,-66.8958,83.23,82,99,2.13
440,Poum,NC,2021-03-26 19:38:21,-20.2333,164.0167,79.84,73,7,13.49
441,Eregli,TR,2021-03-26 19:38:21,37.5133,34.0467,28.69,83,98,5.95
442,Kiruna,SE,2021-03-26 19:38:21,67.8557,20.2251,33.8,69,0,9.22
443,Dawlatabad,AF,2021-03-26 19:38:22,36.4141,64.9053,69.62,53,86,0.65
444,Port Macquarie,AU,2021-03-26 19:38:22,-31.4333,152.9167,62.01,94,100,5.46
445,Virginia Beach,US,2021-03-26 19:36:04,36.8529,-75.978,84.2,54,20,24.16
446,Cayenne,GF,2021-03-26 19:38:22,4.9333,-52.3333,86.0,66,75,13.8
447,Cananeia,BR,2021-03-26 19:38:23,-25.0147,-47.9267,80.8,76,53,6.33
448,Zeya,RU,2021-03-26 19:38:23,53.75,127.2667,18.97,92,99,4.36
449,Leua,SK,2021-03-26 19:38:23,48.2156,18.6071,53.01,56,0,4.0
450,Atambua,ID,2021-03-26 19:38:23,-9.1061,124.8925,73.18,89,100,3.94
451,Price,US,2021-03-26 19:38:24,39.5994,-110.8107,35.6,87,90,8.05
452,Chengde,CN,2021-03-26 19:38:24,40.9725,117.9361,48.74,90,92,1.25
453,Berbera,SO,2021-03-26 19:36:32,10.4396,45.0143,77.49,72,16,0.72
454,Huarmey,PE,2021-03-26 19:38:24,-10.0681,-78.1522,75.42,72,19,11.05
455,Khuzhir,RU,2021-03-26 19:38:25,53.1939,107.3397,25.18,79,100,10.69
456,Mauganj,IN,2021-03-26 19:38:25,24.6833,81.8833,76.28,12,0,2.91
457,Vanavara,RU,2021-03-26 19:38:25,60.34,102.2797,-1.08,99,70,2.93
458,Barreiros,BR,2021-03-26 19:38:26,-8.8183,-35.1864,79.12,80,93,6.96
459,Opuwo,NA,2021-03-26 19:38:26,-18.0607,13.84,69.73,66,95,6.8
460,Santa Marinella,IT,2021-03-26 19:38:26,42.0345,11.8536,53.01,87,0,1.14
461,Puerto Del Rosario,ES,2021-03-26 19:38:26,28.5004,-13.8627,71.6,56,0,12.66
462,Hajan,IN,2021-03-26 19:38:27,34.3,74.6167,47.53,60,52,4.29
463,Loreto,MX,2021-03-26 19:38:27,22.2667,-101.9667,79.23,5,98,12.01
464,Floro,NO,2021-03-26 19:38:27,61.5996,5.0328,44.6,81,75,35.68
465,Bocas Del Toro,PA,2021-03-26 19:38:28,9.3333,-82.25,75.99,42,32,7.0
466,Tilichiki,RU,2021-03-26 19:38:28,60.4667,166.1,-12.42,97,37,5.61
467,Beli Potok,RS,2021-03-26 19:38:29,44.7061,20.5197,48.0,53,0,3.44
468,Ugoofaaru,MV,2021-03-26 19:38:29,5.6667,73.0,84.36,72,100,11.5
469,Georgetown,MY,2021-03-26 19:33:59,5.4112,100.3354,79.0,94,20,1.12
470,Husavik,IS,2021-03-26 19:38:29,66.0449,-17.3389,19.4,79,90,17.27
471,Borogontsy,RU,2021-03-26 19:38:29,62.6683,131.1683,7.75,94,100,9.19
472,Kitimat,CA,2021-03-26 19:38:30,54.0524,-128.6534,39.99,85,100,1.01
473,Juneau,US,2021-03-26 19:38:30,58.3019,-134.4197,37.4,87,90,8.05
474,Serenje,ZM,2021-03-26 19:38:30,-13.2325,30.2352,62.24,95,97,2.21
475,Lucea,JM,2021-03-26 19:38:31,18.451,-78.1736,82.4,74,40,19.57
476,Labuan,MY,2021-03-26 19:38:31,5.2767,115.2417,77.0,94,20,4.7
477,Rahuri,IN,2021-03-26 19:38:31,19.3833,74.65,80.17,17,0,3.42
478,Castrillon,ES,2021-03-26 19:38:32,43.3979,-6.7922,50.0,87,75,5.75
479,Zaysan,KZ,2021-03-26 19:38:32,47.4667,84.8667,30.22,89,100,0.96
480,Tieling,CN,2021-03-26 19:38:32,42.2931,123.8414,54.0,59,100,15.19
481,Noumea,NC,2021-03-26 19:37:27,-22.2763,166.4572,80.01,83,90,2.3
482,Asau,RO,2021-03-26 19:38:33,46.4333,26.4,36.0,55,7,4.47
483,Muisne,EC,2021-03-26 19:38:33,0.6,-80.0333,82.4,89,75,3.44
484,Coquimbo,CL,2021-03-26 19:38:33,-29.9533,-71.3436,66.2,59,0,14.97
485,Dutlwe,BW,2021-03-26 19:38:34,-23.9833,23.9,74.68,30,59,7.67
486,Storforshei,NO,2021-03-26 19:37:25,66.4043,14.5233,44.6,53,75,14.97
487,Puebla,MX,2021-03-26 19:36:50,18.8333,-98.0,78.8,13,40,11.5
488,Aguimes,ES,2021-03-26 19:38:34,27.9054,-15.4461,69.8,68,20,9.22
489,La Tuque,CA,2021-03-26 19:37:20,47.4334,-72.7824,33.8,93,100,12.66
490,Le Mars,US,2021-03-26 19:38:34,42.7942,-96.1656,53.01,58,1,14.97
491,Oktyabrskoye,RU,2021-03-26 19:38:35,43.0645,44.7417,41.0,70,96,6.71
492,Ilo,PE,2021-03-26 19:38:35,-17.6394,-71.3375,73.4,68,0,9.22
493,Kenai,US,2021-03-26 19:35:18,60.5544,-151.2583,33.8,86,90,3.62
494,Valdivia,CL,2021-03-26 19:38:35,-39.8142,-73.2459,69.8,43,0,4.61
495,Rosarito,MX,2021-03-26 19:38:35,32.3333,-117.0333,60.8,62,75,6.22
496,Brae,GB,2021-03-26 19:38:36,60.3964,-1.353,42.8,65,20,18.41
497,Moengo,SR,2021-03-26 19:38:36,5.6167,-54.4,80.35,77,55,6.69
498,Otane,NZ,2021-03-26 19:38:36,-39.8833,176.6333,54.0,96,5,1.01
499,Pouebo,NC,2021-03-26 19:38:37,-20.4,164.5667,77.23,77,37,9.1
500,Nuuk,GL,2021-03-26 19:38:37,64.1835,-51.7216,-0.4,50,40,19.57
501,Kargasok,RU,2021-03-26 19:38:37,59.0556,80.8572,31.96,94,100,11.59
502,San Diego,US,2021-03-26 19:35:15,32.7153,-117.1573,61.0,51,75,3.44
503,Mahenge,TZ,2021-03-26 19:38:37,-8.6833,36.7167,63.1,97,100,7.0
504,El Tocuyo,VE,2021-03-26 19:38:38,9.7873,-69.7937,78.48,66,100,4.18
505,Torres,BR,2021-03-26 19:38:38,-29.3353,-49.7269,73.53,92,90,4.65
506,Mareeba,AU,2021-03-26 19:38:38,-17.0,145.4333,77.0,94,74,1.14
507,Aitape,PG,2021-03-26 19:38:38,-3.1374,142.3475,76.71,87,100,5.64
508,Olinda,BR,2021-03-26 19:38:39,-8.0089,-34.8553,80.6,65,40,13.8
509,Yendi,GH,2021-03-26 19:38:39,9.4427,-0.0099,95.0,24,100,1.68
510,Naliya,IN,2021-03-26 19:38:40,23.2667,68.8333,78.17,58,0,10.56
511,Merauke,ID,2021-03-26 19:38:40,-8.4667,140.3333,76.03,94,100,8.19
512,Griffith,US,2021-03-26 19:38:40,41.5284,-87.4237,42.8,81,90,3.49
513,Stolbishche,RU,2021-03-26 19:38:40,55.6468,49.216,32.0,74,20,6.71
514,Labuhan,ID,2021-03-26 19:37:31,-6.8844,112.2051,78.13,87,99,4.52
515,Dawson Creek,CA,2021-03-26 19:38:41,55.7666,-120.2362,33.8,55,1,1.68
516,Pandan,PH,2021-03-26 19:38:41,14.0453,124.1694,77.88,87,100,9.93
517,Sarahan,IN,2021-03-26 19:38:41,31.5167,77.8,47.97,37,0,8.23
518,Malanje,AO,2021-03-26 19:38:42,-9.5402,16.341,65.23,95,100,3.06
519,Cabra,ES,2021-03-26 19:34:48,37.4725,-4.4421,64.4,48,0,2.3
520,Charagua,BO,2021-03-26 19:38:42,-19.8,-63.2167,86.0,54,75,4.61
521,Anton Lizardo,MX,2021-03-26 19:38:42,19.05,-95.9833,84.99,61,1,6.91
522,Qeshm,IR,2021-03-26 19:38:42,26.9581,56.2719,77.0,78,2,9.22
523,Codajas,BR,2021-03-26 19:38:43,-3.8367,-62.0569,84.83,71,26,3.42
